Hashed.NIN,Salt,Key,NIN
ae6387b214cbed0e7c7548fd8cc9f8bfa9ddaa90fc855eeb77a3b87ea8bcc9b3,f72495946713003db116d30ff70d1f50,f6b0f400aae41e54877b93248917209a,ZZ 76 58 21 T
8d3fa06d08051678d5254dcdb89b534fc4b2801a3da1e8a3491dbf380b54ad3a,0398238c6e364923faaeb3f619cf9f03,f6b0f400aae41e54877b93248917209a,ZZ 49 26 94 T
7047b4ed4a6b3e8cee69ae1800b8999889f034610bd6f16ba64af3609f1c0e64,b0c0b75442061756fb24c9cee84fd352,f6b0f400aae41e54877b93248917209a,ZZ 18 91 63 T
639aab9a44037683d5931bb9b19b6bd82988dcbf2323e641d3705db4eeac3bac,5344a0af71919509ec601bd9b086c91e,f6b0f400aae41e54877b93248917209a,ZZ 60 22 34 T
ec2af57d587d3638eaa33c6986baef87ba127b680b50304e4d674023e1e639d1,17d6a917b92a273e6ed96aeadb3635dd,f6b0f400aae41e54877b93248917209a,ZZ 00 99 25 T
2e2b5002fc13fe82a783d3714ed16d8147f7c0b687c835a30d8b808964264ffa,5568b4a920809258837e69c94e03d271,f6b0f400aae41e54877b93248917209a,ZZ 06 75 37 T
619359d860028451f52fdd853b6ec9e185482c48676403eee2d7e839d0d686a8,9103189a1957f83c63c8d5267d6d07bc,f6b0f400aae41e54877b93248917209a,ZZ 61 16 11 T
bd8994ca0f95ccdea754fed126a4eb46e36ecab5c0f0acd55d8e2a94f3888013,3db6bae4cce8ff24206b32e1b2bfab99,f6b0f400aae41e54877b93248917209a,ZZ 51 92 30 T
bba77081fe664e7174b43cf7221dfe93c1aad6bf63ac73094111c66e60159bcf,96832bbb35bcfc8d7ea065e7ae7749ef,f6b0f400aae41e54877b93248917209a,ZZ 52 91 18 T
379d49756afba0e17d4d8253d89414da671a506499962849c526c859749eafd1,25c8ff16d0fc9c48dce9e9bdcf0b6463,f6b0f400aae41e54877b93248917209a,ZZ 64 86 29 T
38fcd85f922aaaa914c755417630b9d5b37da422fbdcfd7ae3f2919777d5cb1e,49da6d2d0432c8e3e05a372d35518aa4,f6b0f400aae41e54877b93248917209a,ZZ 18 92 76 T
26f0b8f1fd6a588223c96daf796048a94b233980b9777fbef22bcfe4e4da8bfe,7c4796e827b86269e0fc0b3ab9427572,f6b0f400aae41e54877b93248917209a,ZZ 48 92 67 T
fb277323e9545aff567bfb5b8394ce064bc04f86fe595290401e1fd80ca998e7,f5cbc68f6afb80347ad646ccf3877565,f6b0f400aae41e54877b93248917209a,ZZ 10 14 48 T
93e0a90adcb692900c75cf3c09ab67925f7a35eac4ecfcd602ebcad7128ed015,3eb7f5926d6921b2ecd141105e7175ae,f6b0f400aae41e54877b93248917209a,ZZ 22 11 66 T
db861af874a419ea4de9bae35429d8d34305464c91e72f15763c99dd9cd01256,9f3bf05cdab02cc52624e003e083aa83,f6b0f400aae41e54877b93248917209a,ZZ 76 08 11 T
4f422b3ae6931cdc741cf53b14f7470520a827f7ba82dfa3885badcb1d2318f1,3ee2ec51c45b9cd619d9d6218d626a40,f6b0f400aae41e54877b93248917209a,ZZ 56 62 72 T
33de5c75ba0091943b64ca7e777c10a2a3a1fe6ced7a5233c8eaaf8c93144be2,4623d3d2ce5a930cfb1b806d389e69f6,f6b0f400aae41e54877b93248917209a,ZZ 23 94 91 T
30a393dee2b7e28c4b49d7007f750c6d2f40838b18309de9ef01759c3670c11c,e298bcc1fbdcb0329f71ef8393deb048,f6b0f400aae41e54877b93248917209a,ZZ 02 50 40 T
2959712a399ee29230494e0dae33cb6ce25ef6e1507b825aae138a2a0dfdbfaf,637b3c744e5313ba0e99152406b6bfb3,f6b0f400aae41e54877b93248917209a,ZZ 35 13 85 T
d3b01283ecc7baba9f90407603c3a164546dd885ab852012e444b61a36a0f8c9,b74bf4ad82e291c7aeca9ad201b8c01e,f6b0f400aae41e54877b93248917209a,ZZ 11 31 26 T
fc0a1f11505ad0f38aa3c7693702fa38e1b78e33d118d47118c773aee7a6d945,7bb66dbab11b93dbad29cebf1027bb9f,f6b0f400aae41e54877b93248917209a,ZZ 47 89 78 T
90f920775f2ec8ac759389a94eee57824f0d41157a298cde30540b6f4ca29590,c85ed790bff93a01e7ceb1e4894b0067,f6b0f400aae41e54877b93248917209a,ZZ 38 43 31 T
6002e8aeeb18e45165d31e1321711b6d30fd9598352a13286893bd98c850ba4b,37f147254ece28dfa8b9f1c0cd035aab,f6b0f400aae41e54877b93248917209a,ZZ 37 93 32 T
fa15a2fb094621e9a58fcaad68404d76a3691b5e20cb8f424687095c65edbc60,48c4adc460b2a1122fdac02002362a3d,f6b0f400aae41e54877b93248917209a,ZZ 14 29 63 T
081b65cd6d8b386db79a708eee5d4ab7921760def2f3924104623d7f2146c29c,227cb9046bade63e06b365166aab79ec,f6b0f400aae41e54877b93248917209a,ZZ 25 07 00 T
1e3cef4e3b32bdbcc44de20c1db478d0612e50831ce33f04f972706cb7bbb9a3,4b1d2f0952feedb2a8bb95470ea37fbd,f6b0f400aae41e54877b93248917209a,ZZ 48 87 09 T
abcadf68a3e63547a1cb883de03bb692241a86eb28cac53006d9c1822778193c,90371f6ba6cdbb43383976901faddb7c,f6b0f400aae41e54877b93248917209a,ZZ 91 97 29 T
2f2b5626203fbceb782b3b4d4b5bc4b3e1b03d1fa4272690571ebbef44340f6c,1e59bcb32149c83ad7876fa007fe286c,f6b0f400aae41e54877b93248917209a,ZZ 48 48 70 T
a48465f15b5977736d2aba02dc0cc881df90163c2d72853fa48afb2e6db0cf3d,a18a51dbdd4311ddab2ac94357439f59,f6b0f400aae41e54877b93248917209a,ZZ 64 31 95 T
f752c5133b1912c4571f4668cd90574605fd3593c5d720995786c1205786bfa2,5f9f53bcf27e75d98640196500704738,f6b0f400aae41e54877b93248917209a,ZZ 29 07 25 T
2d535dcf9aa1c4041b1e373e44dd3314ae55eb1271d3830db4759561dff83a52,0a6151e6825c82ae1b66c8aa4824da7a,f6b0f400aae41e54877b93248917209a,ZZ 44 88 85 T
040b210b4cab669ffc39fb7e322dab4bf930a83a9c1b36c3512f0fd38c13b6b4,1b7dcf0a7bdd5e6deb95684ac4a20879,f6b0f400aae41e54877b93248917209a,ZZ 35 70 39 T
974fcbda7d9f58c5532300d4a3d13d9ed15a7524f4ea43d90912be752c8a6a8b,77502f7ad705a5bbeaa8c9a2654bd20a,f6b0f400aae41e54877b93248917209a,ZZ 51 40 70 T
306c6dc2a4241ecf156639d681c677d04e73bcdae14c6c6251c3be87e7f94060,cf90d5bc7db6153508f097c3ef37b6fe,f6b0f400aae41e54877b93248917209a,ZZ 01 31 87 T
90e1734a48cd2c85bf68ab57c6e3af35df864bd8d829ca0f59b44f78f212f7a6,9fa86b817e0eab39d5751407b41b33ec,f6b0f400aae41e54877b93248917209a,ZZ 62 59 11 T
7a00eb84324a4f2eae88bc118baae639d3f8bbd0057a5be959cea110ad0baa3a,e3e4f74c33f23e384f02db0bcf29d29a,f6b0f400aae41e54877b93248917209a,ZZ 79 37 82 T
70069d9853a625b868d47636917d629d3159bf9a3be8f8698036bf1c19ad178d,eb010891f80a9332a5fd8be39040603e,f6b0f400aae41e54877b93248917209a,ZZ 12 50 22 T
5409110f22d97d351fe00b41712edd88bdca19c8e3dd94c13b2d6c0555e532a8,d2921e357bf2853dc6d064bce1850643,f6b0f400aae41e54877b93248917209a,ZZ 49 76 20 T
ead8ccc70382cbcca07e2143a4699521fd2a9a98168c5abb1c944ca28fb73f05,55956bb2250d8a5b0d26c1ac29edffbd,f6b0f400aae41e54877b93248917209a,ZZ 40 81 15 T
027979c1be27e02df5778835380826ea98034cabcf94376f9ae250480001d08a,3ee8ac484ba9091be5839c97ab29ffe8,f6b0f400aae41e54877b93248917209a,ZZ 34 52 35 T
b2e8b4c8ae72b0157e6b3e6c8b7b4746172da94c2b6396f6c1f3728268f67243,24a6e5099006bbda30aeaf794a00d923,f6b0f400aae41e54877b93248917209a,ZZ 92 26 06 T
3e619d5477fa1cf915a8f1140c74a9b18cc7331376777a717ed8b7d9518d5520,9aef85d33457ed0b14d1ce368ab19d87,f6b0f400aae41e54877b93248917209a,ZZ 76 91 44 T
a999331166dfcd80107cc8ef113ec28113bef7bb27349b4032f4d16ea2ff4b61,b3a686b68534169b15939b467461ae61,f6b0f400aae41e54877b93248917209a,ZZ 72 25 76 T
a2c48cf55800041420ccb8b14f21a1e99cb0bd2a08141e01e0a5de7ee20f0d8f,d010a47132292a0f3b618be1afbbef56,f6b0f400aae41e54877b93248917209a,ZZ 64 63 52 T
88d970743a22e952e1730c1a18c9d730e57c10c78fdf3d09a4becbc5a710f570,ae1f94adfa59c5978caf0dd114ca62a0,f6b0f400aae41e54877b93248917209a,ZZ 82 75 94 T
29b0c5ad89daa2a73a210377f1bf9fdcc230bd3687bdfc236490e25841d2816f,da7e0e3be6a6ecc771f47cf00851e969,f6b0f400aae41e54877b93248917209a,ZZ 66 12 20 T
b4c11a8b7e43021536f58e4c73a194c8dd7b79b3d74875828d604f1c38b26c8b,7d22e9ae4e7197cf4b6ec2d66d78ac21,f6b0f400aae41e54877b93248917209a,ZZ 75 94 73 T
ba4b062dacbe3d1d31570ac27e12351b8aff0029ba39ca066b357c2adb55c238,2d7b61ac16ce106f3cc9e3a564d8ff18,f6b0f400aae41e54877b93248917209a,ZZ 06 19 65 T
a24e1f917546f3764bb14ecb258bc4dc16d5eb928758a156dec3b66e565e009d,86c186e7ca599ab62b2706b062f9a977,f6b0f400aae41e54877b93248917209a,ZZ 11 76 96 T
833db56ad2a2c351366bc7cca236a756c9f401a93bff1ae07c704027630408e5,389a88154e997bbffc3cd6a90403c332,f6b0f400aae41e54877b93248917209a,ZZ 17 85 51 T
220cf4ecdf81a984285751207c470b500da1f9e9c1d6f520a0c762b548a48f2b,960418b47271515d60abe7a9955133c7,f6b0f400aae41e54877b93248917209a,ZZ 43 75 46 T
f39e8bfce7fab1100285f37e41725284ab514e935e8f019844a6667388662873,d64a6da27e451acbe8308d161d744ffe,f6b0f400aae41e54877b93248917209a,ZZ 53 25 73 T
7426e48ec9241b341a332045d4edaf54736c77579751d50911c881c6e1f31b45,e4c2588e5abeef269a43f2f424ae515d,f6b0f400aae41e54877b93248917209a,ZZ 90 61 43 T
d95a8d684f189c2b0cdc3dc74015e0c9850d77a49108434675357c78f3a026cf,ef203784a6530add7bddc29db7f9e12b,f6b0f400aae41e54877b93248917209a,ZZ 61 82 33 T
8ed486cc18a6c5fee59d4dab339b83636e591b0f663502f587b3616b542bf182,22d09185c7de362b3ca548b4b98a519b,f6b0f400aae41e54877b93248917209a,ZZ 02 92 63 T
47b296669db47c3a56ff61ebe84654e8aa3a8e0c8909b53daf8c2bba7eb73920,b159c8f8d8faeef4a8ea0b5a259d86a8,f6b0f400aae41e54877b93248917209a,ZZ 85 37 35 T
5f5c91920ab5d09d8bda783e9a6a69712109c61f7e01e356422c8857328dab84,46594f6738a1c6b7b2376082cbb504c9,f6b0f400aae41e54877b93248917209a,ZZ 81 02 50 T
38dbb051d00a0d39af84fb63415229830cc1baa99c8d2d635593b76240dbfb63,fd5d72c4debacf5dc98cdf03d740e1ca,f6b0f400aae41e54877b93248917209a,ZZ 03 79 58 T
fd0d46eb860081d85d0b39bc049f51ee8342451ccea48b04ff65f1447a3979b6,319997a4ca9ea4a45b47674f71b65d3f,f6b0f400aae41e54877b93248917209a,ZZ 85 76 75 T
a55b9d9ccc05796c7f4c155d30f809205d6018b77e246eeee584ae5346ec4f05,79515f1b958ccbb199a88c398969db9b,f6b0f400aae41e54877b93248917209a,ZZ 28 74 68 T
10d449dde778d682b778011a883d1e2cf3e3fce3183ea1ac0f394649f3a013a2,6f4b0a0966ce3672ff2cc89781979064,f6b0f400aae41e54877b93248917209a,ZZ 43 66 85 T
db8784d6bce1f8e68111fd6ee2943a2cea25126ac43320b4b9a7a1105598249a,9d0238d7ad41175b7bf7510ce3664cf0,f6b0f400aae41e54877b93248917209a,ZZ 16 30 44 T
a6e94a13471f699535e081c0b38b4bac943c156b8d50e432d7c0cd62acf311f3,bbd07d93e171817664f3b5c59bab6761,f6b0f400aae41e54877b93248917209a,ZZ 61 49 18 T
0721e085ee305110e0ad48ecb367ebccfa8131b4a7aead645ef819191831b872,5019ad6f31e27cf9bedeeb353fca79f7,f6b0f400aae41e54877b93248917209a,ZZ 75 24 80 T
db4907b710496343a4e5cacb5ecb8c1840130d8810319379192b0427b1a208a5,70a77ed5f06845584a006f7ec077cb66,f6b0f400aae41e54877b93248917209a,ZZ 19 75 24 T
3db3b8bebfa3b0d6a1b9010bd2923de30883051f537038da13e01b8bf46cf59d,677df45f6f2491bed1ff346bd2b5d0e6,f6b0f400aae41e54877b93248917209a,ZZ 49 34 58 T
c459c5377a7d383a3bd90bc697d34750887170aba69e23a1158785c65499da3a,b7bc68770e8d7f9d362f358d333f6ddf,f6b0f400aae41e54877b93248917209a,ZZ 18 37 44 T
293c7431f874ef304e3ec43fc514e72156460b502b392f3f767ffca7ba360a6a,4dfeaf6050ba8985315288ed660c5c5e,f6b0f400aae41e54877b93248917209a,ZZ 82 92 38 T
05674c8b0652eadf31fa97069b56976659a1cf76501dd658b98cad8fa7c5f951,9a710b136ca95c9f125e3711c598750e,f6b0f400aae41e54877b93248917209a,ZZ 46 56 41 T
bd3e1498c5a6370e82f6de2206f3a47ea1fc4344fffb1093af4381eedf5a7d3c,22deeba479c918a8c43d5cf0545a34cd,f6b0f400aae41e54877b93248917209a,ZZ 84 20 73 T
3f9a2188b5b5a44cbdf09db4a3e26910a9c0071dde9d1059c031e1ad116889a3,0e93334a06070678cf60baf3734bc9a6,f6b0f400aae41e54877b93248917209a,ZZ 34 82 82 T
bee82849beb04b62af7665d6dc9a6af3b7cf82b4416cea966fc08a958fc7fff1,323ab5f571f912d7e873795b2c292d48,f6b0f400aae41e54877b93248917209a,ZZ 92 59 40 T
2b26b8f035514a7c7b3398743e1813cc0371075c45a7490661543847951e9301,d20c34dc20de8bcd2c7476bb6c2f4109,f6b0f400aae41e54877b93248917209a,ZZ 36 35 22 T
25dd081a3558d547e39ad3a6510eff299f489801cb25b9dec66143dcc81f2671,3222ea8832c3d827fd146826a160bd6e,f6b0f400aae41e54877b93248917209a,ZZ 93 05 25 T
2f3c4e9e2c4bbf11e530223c16785ae153f75f6cf02c72fc181b528853cc84f1,283dcb1f194782b581c811394abb19e7,f6b0f400aae41e54877b93248917209a,ZZ 19 12 74 T
6932f6e81e81e742a9ae94b6989596ded8b95530ebf466e171556e384756c20b,1dc3ce48d10b8b9a1c44fa604c2ee25e,f6b0f400aae41e54877b93248917209a,ZZ 69 30 36 T
5d23a2d49f37555858d35ec1c9282e29753b7f39f36ed255c064a04cec088f53,40ed07e31422b5b59ead7635fdd4d8ef,f6b0f400aae41e54877b93248917209a,ZZ 44 36 00 T
cde94ead8c9146cbd655b70ce6358f53e915350972b89357c18bcdda1d9f38a0,607dfe924f4e5cdad5e3bcb68a6a3503,f6b0f400aae41e54877b93248917209a,ZZ 57 78 81 T
7d3c0db59704df360e36d8db706249f6a7ce09198724f2cfc01cb192f864c071,3f95c00b7e2d30e9ab365fb2b9f19ad6,f6b0f400aae41e54877b93248917209a,ZZ 91 18 49 T
0dbd998f982b4cd2923bfbcb89c928dbfd0c286c0f923f4bde94226802edd715,daa9f8b617ab2ccb202f8ed24aa43eae,f6b0f400aae41e54877b93248917209a,ZZ 15 69 38 T
55d1ae1015135fc74eaec5a8076124cf4058370a6b057f3802604c58ceba8059,1ade1d90fa444204a427abd2ddff011b,f6b0f400aae41e54877b93248917209a,ZZ 26 49 73 T
87673c511a0860230a8e9fc88f3e35f90bb706992d7ba08da746c8eb798d5777,a7ed011340472cd0e3f7e4d950e2df4e,f6b0f400aae41e54877b93248917209a,ZZ 89 57 39 T
d2fad74362e80535d6c3624e30cd8dda87b60c1924588b02e9bd9ab1e10501eb,dfc95663b7c21553eb3775f81909715f,f6b0f400aae41e54877b93248917209a,ZZ 46 48 35 T
7f5570f44bdf6118feab23d1414d8d182904c7bbb992cf70e6dc10c7776f40d1,4b3cb3670fda3152a506ba56c5ff38fa,f6b0f400aae41e54877b93248917209a,ZZ 49 87 48 T
5fdc34278f35f6ea53f5e3d48f82796cedaeec82146ec3d14ea1811605fdffe4,bc385636472ac3cc9f8c0aa6e1dea121,f6b0f400aae41e54877b93248917209a,ZZ 29 98 34 T
29d004715ba530adf49e685d8c4dfd9e578e00e5312d1a0bccc1fdbb9d38c3d5,3409dc7e470fa840fae5a9d1addad603,f6b0f400aae41e54877b93248917209a,ZZ 87 24 19 T
47c19f1a94694c8b2d5c5082f673a8951486c3695275972b4fe2239a8a767be9,1a9814a9f0d6d2a2ef04353667664f4b,f6b0f400aae41e54877b93248917209a,ZZ 43 15 74 T
e1cebe76f0bcad89d2250774938a40de520eb40fbe80471b7f0be66c04f5d375,a9b2b11f72c67b5f00a9bdb9abaf9c42,f6b0f400aae41e54877b93248917209a,ZZ 14 75 68 T
5a11abf61902b2f2bc9f42b1cf2db726136a7f17eed6efc3ddbff4291e5eb863,3038012238473d5b8d0f71f671736329,f6b0f400aae41e54877b93248917209a,ZZ 18 72 03 T
83c79a7c07099af8c04749906357b87450c25c3d0eeb91b5bf2a2c0bcfc1e775,0dbacfbe20303b31b4891c80a1893a9b,f6b0f400aae41e54877b93248917209a,ZZ 79 05 53 T
e47a8b0150ec4e10e577479f662ca890cb6dfacd4033050c2ba5fb7fb31b1e60,9be9a3e82ed1adb943b670ad82d8e1e2,f6b0f400aae41e54877b93248917209a,ZZ 13 26 30 T
3531c4068a92054ec7e8f33323743164aaa52a775c27d3f8a610a839a6d07b59,43b4a65352651f3c5ea0289ad8da569c,f6b0f400aae41e54877b93248917209a,ZZ 14 28 39 T
a9c412559818d9a3460d78dd6672d3e8b3bb507bc3315bc6c481723ecaaca357,d33c3fb73795baa7f3e1f991e3e447e3,f6b0f400aae41e54877b93248917209a,ZZ 11 73 80 T
93e4a109226692d471a82cd7c75217ea9720a2b7bda11b905e550cfacc0828e0,8955343fe8c036e4242c1a168487693a,f6b0f400aae41e54877b93248917209a,ZZ 29 92 11 T
a14a7b541f548d8b6d6af1947a99790c6de00518c423adc6d38aa1fb09aca098,fd415890fafc365dd3e5dd178d5fc61d,f6b0f400aae41e54877b93248917209a,ZZ 33 19 23 T
475841e46a82b198328d5f5052d74b8f3e1dd78b8892dda783dbe8bc3f71730d,5edc894da50f7a5ad4f46f29759e3195,f6b0f400aae41e54877b93248917209a,ZZ 52 70 67 T
4513c68ba86b1e69a635c8dd56e46e8862fe3ded3c671bf43a0269767f0fcf92,a37dfee0eeb70adb73b1884cacbb872c,f6b0f400aae41e54877b93248917209a,ZZ 97 42 03 T
0980511254b7df9fb356ab66a01ede364fdc499bed56e26b0ebed88831ca1743,cf5fc420bc8f64f3de2d48a1066c0f85,f6b0f400aae41e54877b93248917209a,ZZ 65 91 18 T
26703fdefcfffc6c8d32dcb25537056387330c98873b0d7987646e46c11ee2cd,5835b703f0f09a2a22fd5b4b59562c1b,f6b0f400aae41e54877b93248917209a,ZZ 01 55 73 T
b376f42926b074c477e55b0243a015155e7fcf2c7b4b73022c5ca583a4257aa2,996c266de05658f97be3e73f4b820e7c,f6b0f400aae41e54877b93248917209a,ZZ 40 31 27 T
64571c5ea83b8806d87514180f47f1b6126973731d17073ef768982f51f91827,64d731f0bd05ef40fd44626171f3b546,f6b0f400aae41e54877b93248917209a,ZZ 26 09 69 T
bb36180a51de79522dc896182c2a7531d80b950810b62a9cc94b6d93cfe5b787,18a55977a667b733835dcb228e2d9af5,f6b0f400aae41e54877b93248917209a,ZZ 82 36 95 T
302920b08a7468cc0a6930aed2958f7b56fcf3c81db1d7182e3cb9425c326c82,dd4d1183a1818ad00a1479c7e0bace84,f6b0f400aae41e54877b93248917209a,ZZ 87 50 39 T
e4807039ffa2a1fc083cb071c9aec02e24ec7e6333811abfc2522726a23cf032,82bc0f727499bbd41c185670768349e1,f6b0f400aae41e54877b93248917209a,ZZ 66 99 47 T
7ebea6157bfb7ea940f96ec8f01384891a989bc0ee09d1c7f75e4b537017718d,9355b548e771ad2ea3d618f4d5672a93,f6b0f400aae41e54877b93248917209a,ZZ 29 03 20 T
4c0741f32d6efd7ccbe6260341ee6e9c43dc666f9e62e07a11d7d66bc9c83ec0,8d633c7e48c13a0e4c812c11c59d4dfe,f6b0f400aae41e54877b93248917209a,ZZ 94 57 10 T
06b8fecb1498023659ae563475be92d10cd6104b3a64653d1d3c88fa41c0de5d,5170edf938deed0eaccb1d3eccb087d9,f6b0f400aae41e54877b93248917209a,ZZ 92 71 92 T
c53774686b36d8687fa3d4669a8c68227f0a67004ecc1d6279a5ce917a580a6c,f5e238e7218c0c1638331b65b85f1806,f6b0f400aae41e54877b93248917209a,ZZ 68 21 80 T
bbb70f70fdad7b828e9321b49ecdb007adebb0de6ababe33bd769273e58cfd40,a005da77ad61fb28f72d62f7606d2341,f6b0f400aae41e54877b93248917209a,ZZ 50 00 24 T
9be610ff9864bc352c6e8b4c7f88c5ec4bb1b17dab362d615db8add08a132bcc,505d4be3fa1e8b94965cb3b1585a42c8,f6b0f400aae41e54877b93248917209a,ZZ 45 31 93 T
f58cb08b753f02d1cbf4c39573a7b0735b8fabf0c9730e116de03da9dab863da,7454ef546b1b33606834700d3c79eb53,f6b0f400aae41e54877b93248917209a,ZZ 43 24 58 T
c04adf6ac0193961aec00c12048a070b54b6181933b3d0d86e9e4cbab47dfa4d,bc11e88a2c29fc829b4bf7201cd625e2,f6b0f400aae41e54877b93248917209a,ZZ 30 83 78 T
6d342b56aa52f8204b6de3bce8a6442d11850d55ea5dc3781a10830e53c0b346,3ed4425e13e910e956ab7db95fd102c2,f6b0f400aae41e54877b93248917209a,ZZ 62 26 67 T
4be74d850dff993090a6dac3e208ce4044dd76860900d035a218019f9c33eb2f,19c84dfa1c259fa1bae3635222dbd726,f6b0f400aae41e54877b93248917209a,ZZ 14 95 44 T
560459617abed0bcd910855d7b98fafb02d020406f9c6b39ffac750792a7c7b6,85035ecc4a26ad9905e8fd9d4148d9e8,f6b0f400aae41e54877b93248917209a,ZZ 68 58 78 T
efefe5472a9a7ea522e952880b968c9bbaa89b79e05bfdf804216a1e5c034b86,c38367c096a41e89c432fbf35596dbbf,f6b0f400aae41e54877b93248917209a,ZZ 75 83 05 T
642216d9a364e8286823dfb579ebd65fef8013c421e1476269c306bec310e69f,14ec6b242445a361b5a21dd8aaaf273f,f6b0f400aae41e54877b93248917209a,ZZ 94 14 52 T
72bb16038801780a8680c45dcb462c31c09cf725986be4ba519f05fd79d052cb,9e85bf87ec4675280a3c00a4545e1d9a,f6b0f400aae41e54877b93248917209a,ZZ 76 76 26 T
4a7631d765e81bbc724ddbeb95a1898d5945c70217d17d2da55c9b2a2931d539,3777daa3e2671843409c572ea9cbc4e2,f6b0f400aae41e54877b93248917209a,ZZ 75 21 52 T
d2032dce340bd33f02962e5fcc16f34d657485bb0ea1c10f58425c36d3f618d6,2dd1c272f5399fc377dc333925a34f9c,f6b0f400aae41e54877b93248917209a,ZZ 61 67 72 T
2121d78693b4875a70856a608e5a27f6e4fae7c083cface8709d62d17c0e888b,7ce4d93d999361f48967dacb6db6a7ba,f6b0f400aae41e54877b93248917209a,ZZ 26 42 21 T
ea1e79a311223b95dc79fe7a1cc6fdbf908a689f201962ada76b05993387ffe6,2936f570d05f49c3fbc96816457c6aee,f6b0f400aae41e54877b93248917209a,ZZ 31 52 33 T
65d58a41c19008c3d60af7bc58b5d74092a134716b2e895b199df5b718df9114,fa20d525152bd9b228f93f85f8da27bc,f6b0f400aae41e54877b93248917209a,ZZ 07 88 89 T
e53430ce392e4367d356bcca122c7a2d7093762a510fe8d038b72223e8e9c52e,05ad3e5c1f1e1b48a35de1bb66bd29d4,f6b0f400aae41e54877b93248917209a,ZZ 43 10 32 T
bad08fa905f2867ecd94c0c9ede68ec0f1bb6c5a0bcb24584fbe68477e81a054,6255b8facbc71f5582cbd5e3abacecc8,f6b0f400aae41e54877b93248917209a,ZZ 44 75 86 T
0ae594d2c294a3f42e78de8c997b8bb2fe9b600c7404ca5de5c81df970da8453,ae92ae20afe5a5060152b1148296278d,f6b0f400aae41e54877b93248917209a,ZZ 29 31 48 T
905850b3eb543bbb51d3150a3cad4b652f08d181154178ef5b1d93a3530b7ec9,82fd7d77dc296528fc1ebc97e384418e,f6b0f400aae41e54877b93248917209a,ZZ 55 11 67 T
c95e6d95e44da4e9698d75ee693b8b3a9176276b68b5cd2fa996ac2c72c40108,04bc7a30d48924d875b10279f6e45cfe,f6b0f400aae41e54877b93248917209a,ZZ 52 75 81 T
ab3d94d18c95879ca204cc4179e929f9d7ef5390d2f1e67b8ce6b85a0c684059,6ddab77f1061daade6ccbef9de4bbd18,f6b0f400aae41e54877b93248917209a,ZZ 18 47 09 T
733c0efcbf8956dd2243236fcf007e50dca8d072cbcb8fca1885fcc8ac61fc44,e3ffa0b4fd494c9d4a972233ce44cffe,f6b0f400aae41e54877b93248917209a,ZZ 92 77 09 T
